,index,movie title,release date,unknown,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
814,654,One Fine Day (1996),30-Nov-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
818,655,Eddie (1996),31-May-1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
819,656,Space Jam (1996),15-Nov-1996,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
822,657,Mulholland Falls (1996),26-Apr-1996,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
823,658,"Great White Hype, The (1996)",03-May-1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
824,659,"Arrival, The (1996)",31-May-1996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
825,660,"Phantom, The (1996)",07-Jun-1996,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,661,Daylight (1996),06-Dec-1996,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
830,662,Escape from L.A. (1996),09-Aug-1996,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
832,663,Bulletproof (1996),06-Sep-1996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,664,Ninotchka (1939),01-Jan-1939,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
836,665,Meet John Doe (1941),01-Jan-1941,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
839,666,Last Man Standing (1996),20-Sep-1996,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
840,667,"Glimmer Man, The (1996)",04-Oct-1996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
842,668,"Shaggy Dog, The (1959)",01-Jan-1959,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
843,669,Freeway (1996),23-Aug-1996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
844,670,That Thing You Do! (1996),28-Sep-1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
845,671,To Gillian on Her 37th Birthday (1996),18-Oct-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
846,672,Looking for Richard (1996),11-Oct-1996,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
848,673,Days of Thunder (1990),01-Jan-1990,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
854,674,Diva (1981),01-Jan-1981,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
855,675,Night on Earth (1991),01-Jan-1991,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
862,676,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",08-Nov-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
863,677,My Fellow Americans (1996),20-Dec-1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
865,678,Michael (1996),25-Dec-1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
870,679,Vegas Vacation (1997),14-Feb-1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
871,680,Love Jones (1997),14-Mar-1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
872,681,Picture Perfect (1997),01-Aug-1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
873,682,Career Girls (1997),08-Aug-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
874,683,She's So Lovely (1997),22-Aug-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
875,684,Money Talks (1997),22-Aug-1997,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
876,685,Excess Baggage (1997),01-Jan-1997,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
878,686,"Peacemaker, The (1997)",01-Jan-1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
879,687,Soul Food (1997),01-Jan-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
880,688,Money Talks (1997),22-Aug-1997,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
881,689,Washington Square (1997),01-Jan-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
885,690,"Life Less Ordinary, A (1997)",01-Jan-1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
886,691,Eve's Bayou (1997),01-Jan-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
891,692,Flubber (1997),01-Jan-1997,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
894,693,Scream 2 (1997),01-Jan-1997,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
895,694,"Sweet Hereafter, The (1997)",01-Jan-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
897,695,"Postman, The (1997)",01-Jan-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
899,696,Kundun (1997),25-Dec-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
901,697,"Big Lebowski, The (1998)",26-Dec-1997,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
904,698,Great Expectations (1998),01-Jan-1998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
918,699,"City of Lost Children, The (1995)",01-Jan-1995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
920,700,Farewell My Concubine (1993),01-Jan-1993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
921,701,Dead Man (1995),10-May-1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
922,702,Raise the Red Lantern (1991),01-Jan-1991,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
923,703,White Squall (1996),01-Jan-1996,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
924,704,Unforgettable (1996),23-Feb-1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
925,705,Down Periscope (1996),01-Mar-1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
927,706,"Craft, The (1996)",26-Apr-1996,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
928,707,Harriet the Spy (1996),03-Jul-1996,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
929,708,Chain Reaction (1996),31-Jul-1996,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
930,709,"Island of Dr. Moreau, The (1996)",23-Aug-1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
931,710,First Kid (1996),30-Aug-1996,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
933,711,"Preacher's Wife, The (1996)",13-Dec-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
935,712,Brassed Off (1996),13-Jun-1997,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
936,713,"Thousand Acres, A (1997)",01-Jan-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
938,714,Murder in the First (1995),01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
940,715,With Honors (1994),01-Jan-1994,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
941,716,What's Love Got to Do with It (1993),01-Jan-1993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
942,717,Killing Zoe (1994),01-Jan-1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
943,718,Renaissance Man (1994),01-Jan-1994,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
944,719,Charade (1963),01-Jan-1963,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
945,720,"Fox and the Hound, The (1981)",01-Jan-1981,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
948,721,How to Make an American Quilt (1995),01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
949,722,Georgia (1995),01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
950,723,"Indian in the Cupboard, The (1995)",01-Jan-1995,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
951,724,Blue in the Face (1995),01-Jan-1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
954,725,Before Sunrise (1995),01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
955,726,Nobody's Fool (1994),01-Jan-1994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
958,727,Dazed and Confused (1993),01-Jan-1993,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
960,728,Orlando (1993),01-Jan-1993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
962,729,Some Folks Call It a Sling Blade (1993),01-Jan-1993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
965,730,"Affair to Remember, An (1957)",01-Jan-1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
968,731,Winnie the Pooh and the Blustery Day (1968),01-Jan-1968,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,732,Mediterraneo (1991),01-Jan-1991,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
971,733,Passion Fish (1992),01-Jan-1992,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
973,734,Eye for an Eye (1996),01-Jan-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
974,735,Fear (1996),12-Apr-1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
976,736,"Substitute, The (1996)",19-Apr-1996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978,737,"Trigger Effect, The (1996)",30-Aug-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
983,738,Shadow Conspiracy (1997),31-Jan-1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
987,739,"Beautician and the Beast, The (1997)",07-Feb-1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
989,740,Anna Karenina (1997),04-Apr-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
992,741,Hercules (1997),27-Jun-1997,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
994,742,"Kiss Me, Guido (1997)",01-Jan-1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,743,Waiting for Guffman (1996),31-Jan-1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,744,I Shot Andy Warhol (1996),01-May-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1008,745,Stealing Beauty (1996),14-Jun-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1009,746,Basquiat (1996),16-Aug-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1010,747,2 Days in the Valley (1996),27-Sep-1996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1011,748,Private Parts (1997),07-Mar-1997,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1013,749,Romy and Michele's High School Reunion (1997),25-Apr-1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,750,Con Air (1997),06-Jun-1997,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1016,751,Trees Lounge (1996),11-Oct-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1017,752,Tie Me Up! Tie Me Down! (1990),01-Jan-1990,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1018,753,"Die xue shuang xiong (Killer, The) (1989)",01-Jan-1989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1019,754,Gaslight (1944),01-Jan-1944,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1020,755,8 1/2 (1963),01-Jan-1963,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1021,756,"Fast, Cheap & Out of Control (1997)",01-Jan-1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1024,757,Fire Down Below (1997),01-Jan-1997,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1027,758,Grumpier Old Men (1995),01-Jan-1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1034,759,Cool Runnings (1993),01-Jan-1993,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1038,760,Hamlet (1996),24-Jan-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1040,761,Forget Paris (1995),01-Jan-1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1041,762,Just Cause (1995),01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1043,763,"Paper, The (1994)",01-Jan-1994,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1045,764,Malice (1993),01-Jan-1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1046,765,Multiplicity (1996),12-Jul-1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1047,766,She's the One (1996),23-Aug-1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1049,767,"Ghost and Mrs. Muir, The (1947)",01-Jan-1947,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1050,768,"Associate, The (1996)",19-Oct-1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,769,Now and Then (1995),01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1058,770,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),01-Jan-1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1059,771,"Adventures of Pinocchio, The (1996)",26-Jul-1996,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1062,772,"Little Princess, A (1995)",01-Jan-1995,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1064,773,Koyaanisqatsi (1983),01-Jan-1983,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1066,774,Bottle Rocket (1996),21-Feb-1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,775,Living in Oblivion (1995),01-Jan-1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1072,776,Shallow Grave (1994),01-Jan-1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1073,777,Reality Bites (1994),01-Jan-1994,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1090,778,Pete's Dragon (1977),01-Jan-1977,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1097,779,Flirting With Disaster (1996),22-Mar-1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,780,Six Degrees of Separation (1993),01-Jan-1993,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1108,781,Death and the Maiden (1994),01-Jan-1994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1109,782,Tank Girl (1995),01-Jan-1995,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1114,783,Twelfth Night (1996),25-Oct-1996,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1117,784,Up in Smoke (1978),01-Jan-1978,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,785,Some Kind of Wonderful (1987),01-Jan-1987,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1125,786,"Old Man and the Sea, The (1958)",01-Jan-1958,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1128,787,Chungking Express (1994),16-Feb-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
1132,788,Escape to Witch Mountain (1975),01-Jan-1975,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1133,789,Get on the Bus (1996),16-Oct-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1134,790,"Doors, The (1991)",01-Jan-1991,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1135,791,Ghosts of Mississippi (1996),20-Dec-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1136,792,Beautiful Thing (1996),09-Oct-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1141,793,When We Were Kings (1996),14-Feb-1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1148,794,Walkabout (1971),20-Dec-1971,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1151,795,In Love and War (1996),24-Jan-1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1159,796,Love! Valour! Compassion! (1997),16-May-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1169,797,Spanking the Monkey (1994),01-Jan-1994,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1187,798,Young Guns II (1990),01-Jan-1990,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1193,799,Once Were Warriors (1994),01-Jan-1994,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1196,800,"Family Thing, A (1996)",23-Mar-1996,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1209,801,Virtuosity (1995),01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1216,802,Assassins (1995),01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1217,803,Friday (1995),01-Jan-1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,804,Higher Learning (1995),01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1220,805,When a Man Loves a Woman (1994),01-Jan-1994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1225,806,Night Falls on Manhattan (1997),16-May-1997,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1227,807,Under Siege 2: Dark Territory (1995),01-Jan-1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,808,Ghost in the Shell (Kokaku kidotai) (1995),12-Apr-1996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1243,809,Metro (1997),17-Jan-1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,810,Clockers (1995),01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
